CD_GEOCMU,Município,CodEstado,Estado,IDHM1991,IDHMR1991,IDHML1991,IDHME1991,R1991,IDHM2000,IDHMR2000,IDHML2000,IDHME2000,R2000,IDHM2010,IDHMR2010,IDHML2010,IDHME2010,R2010,NM_MUNNICIP
4318457,São José das Missões,43,Rio Grande do Sul,0.326,0.492,0.711,0.099,3677,0.540,0.586,0.756,0.356,2668,0.651,0.652,0.782,0.542,3090,SÃO JOSÉ DAS MISSÕES
4318465,São José do Herval,43,Rio Grande do Sul,0.407,0.533,0.734,0.172,2360,0.555,0.618,0.777,0.356,2419,0.717,0.701,0.847,0.622,1398,SÃO JOSÉ DO HERVAL
4318481,São José do Hortêncio,43,Rio Grande do Sul,0.481,0.584,0.752,0.253,1095,0.624,0.651,0.793,0.470,1109,0.707,0.717,0.824,0.597,1696,SÃO JOSÉ DO HORTÊNCIO
4318499,São José do Inhacorá,43,Rio Grande do Sul,0.441,0.517,0.750,0.221,1765,0.602,0.609,0.793,0.451,1525,0.747,0.723,0.822,0.702,599,SÃO JOSÉ DO INHACORÁ
4318507,São José do Norte,43,Rio Grande do Sul,0.360,0.527,0.626,0.141,3117,0.481,0.579,0.723,0.266,3481,0.623,0.663,0.792,0.461,3631,SÃO JOSÉ DO NORTE
4318606,São José do Ouro,43,Rio Grande do Sul,0.489,0.581,0.700,0.287,955,0.653,0.662,0.771,0.546,598,0.755,0.759,0.846,0.669,453,SÃO JOSÉ DO OURO
4318614,São José do Sul,43,Rio Grande do Sul,0.416,0.588,0.734,0.167,2192,0.576,0.675,0.795,0.356,2031,0.725,0.774,0.836,0.590,1154,SÃO JOSÉ DO SUL
4318622,São José dos Ausentes,43,Rio Grande do Sul,0.420,0.569,0.686,0.190,2133,0.512,0.616,0.777,0.280,3079,0.663,0.674,0.801,0.541,2828,SÃO JOSÉ DOS AUSENTES
4318705,São Leopoldo,43,Rio Grande do Sul,0.543,0.684,0.715,0.327,293,0.656,0.725,0.806,0.482,549,0.739,0.766,0.861,0.612,795,SÃO LEOPOLDO
4318804,São Lourenço do Sul,43,Rio Grande do Sul,0.469,0.618,0.736,0.227,1287,0.589,0.653,0.790,0.396,1774,0.687,0.722,0.849,0.528,2251,SÃO LOURENÇO DO SUL
4318903,São Luiz Gonzaga,43,Rio Grande do Sul,0.520,0.612,0.702,0.328,507,0.634,0.667,0.764,0.501,908,0.741,0.718,0.855,0.664,743,SÃO LUIZ GONZAGA
4319000,São Marcos,43,Rio Grande do Sul,0.555,0.702,0.761,0.320,204,0.695,0.731,0.835,0.551,154,0.768,0.775,0.855,0.683,249,SÃO MARCOS
4319109,São Martinho,43,Rio Grande do Sul,0.470,0.525,0.720,0.275,1270,0.638,0.663,0.759,0.515,834,0.726,0.734,0.830,0.628,1133,SÃO MARTINHO
4319125,São Martinho da Serra,43,Rio Grande do Sul,0.369,0.515,0.752,0.130,2990,0.541,0.646,0.803,0.305,2652,0.652,0.659,0.848,0.496,3070,SÃO MARTINHO DA SERRA
4319158,São Miguel das Missões,43,Rio Grande do Sul,0.403,0.527,0.673,0.184,2449,0.570,0.667,0.772,0.360,2160,0.667,0.674,0.821,0.537,2738,SÃO MIGUEL DAS MISSÕES
4319208,São Nicolau,43,Rio Grande do Sul,0.393,0.537,0.694,0.163,2615,0.517,0.549,0.733,0.343,2997,0.645,0.658,0.778,0.523,3201,SÃO NICOLAU
4319307,São Paulo das Missões,43,Rio Grande do Sul,0.441,0.492,0.717,0.243,1765,0.567,0.568,0.776,0.413,2211,0.692,0.688,0.825,0.584,2134,SÃO PAULO DAS MISSÕES
4319356,São Pedro da Serra,43,Rio Grande do Sul,0.546,0.658,0.754,0.328,266,0.639,0.691,0.793,0.477,815,0.739,0.748,0.851,0.634,795,SÃO PEDRO DA SERRA
4319364,São Pedro das Missões,43,Rio Grande do Sul,0.398,0.452,0.711,0.196,2536,0.471,0.471,0.765,0.290,3624,0.664,0.644,0.804,0.566,2802,SÃO PEDRO DAS MISSÕES
4319372,São Pedro do Butiá,43,Rio Grande do Sul,0.553,0.607,0.748,0.373,215,0.666,0.642,0.793,0.580,394,0.763,0.760,0.843,0.694,320,SÃO PEDRO DO BUTIÁ
4319406,São Pedro do Sul,43,Rio Grande do Sul,0.476,0.571,0.694,0.272,1180,0.614,0.655,0.737,0.480,1298,0.709,0.698,0.824,0.619,1638,SÃO PEDRO DO SUL
4319505,São Sebastião do Caí,43,Rio Grande do Sul,0.552,0.668,0.744,0.339,225,0.662,0.718,0.837,0.483,461,0.739,0.734,0.852,0.646,795,SÃO SEBASTIÃO DO CAÍ
4319604,São Sepé,43,Rio Grande do Sul,0.506,0.617,0.717,0.293,697,0.614,0.645,0.795,0.451,1298,0.708,0.708,0.871,0.576,1665,SÃO SEPÉ
4319703,São Valentim,43,Rio Grande do Sul,0.458,0.601,0.729,0.219,1458,0.544,0.608,0.775,0.342,2597,0.720,0.745,0.820,0.612,1301,SÃO VALENTIM
4319711,São Valentim do Sul,43,Rio Grande do Sul,0.502,0.596,0.760,0.280,751,0.671,0.711,0.840,0.505,338,0.764,0.776,0.848,0.677,304,SÃO VALENTIM DO SUL
4319737,São Valério do Sul,43,Rio Grande do Sul,0.431,0.470,0.716,0.238,1939,0.532,0.554,0.777,0.349,2788,0.642,0.674,0.816,0.480,3254,SÃO VALÉRIO DO SUL
4319752,São Vendelino,43,Rio Grande do Sul,0.509,0.622,0.777,0.273,659,0.655,0.687,0.840,0.488,562,0.754,0.743,0.852,0.677,467,SÃO VENDELINO
4319802,São Vicente do Sul,43,Rio Grande do Sul,0.488,0.617,0.752,0.250,971,0.589,0.673,0.792,0.384,1774,0.685,0.698,0.831,0.553,2309,SÃO VICENTE DO SUL
4319901,Sapiranga,43,Rio Grande do Sul,0.463,0.636,0.736,0.212,1383,0.597,0.691,0.778,0.395,1623,0.711,0.722,0.832,0.598,1574,SAPIRANGA
4320008,Sapucaia do Sul,43,Rio Grande do Sul,0.513,0.625,0.748,0.288,605,0.633,0.677,0.791,0.474,933,0.726,0.726,0.844,0.624,1133,SAPUCAIA DO SUL
4320107,Sarandi,43,Rio Grande do Sul,0.535,0.603,0.766,0.332,365,0.677,0.687,0.821,0.549,285,0.777,0.776,0.858,0.705,157,SARANDI
4320206,Seberi,43,Rio Grande do Sul,0.406,0.514,0.734,0.178,2384,0.597,0.619,0.794,0.433,1623,0.723,0.706,0.865,0.620,1217,SEBERI
4320230,Sede Nova,43,Rio Grande do Sul,0.451,0.532,0.754,0.229,1572,0.571,0.611,0.793,0.384,2135,0.712,0.751,0.886,0.543,1546,SEDE NOVA
4320263,Segredo,43,Rio Grande do Sul,0.394,0.517,0.672,0.176,2601,0.530,0.573,0.729,0.357,2809,0.659,0.673,0.811,0.525,2924,SEGREDO
4320305,Selbach,43,Rio Grande do Sul,0.570,0.618,0.727,0.412,112,0.741,0.800,0.832,0.611,18,0.777,0.785,0.841,0.710,157,SELBACH
4320321,Senador Salgado Filho,43,Rio Grande do Sul,0.393,0.493,0.720,0.171,2615,0.590,0.583,0.768,0.458,1754,0.693,0.701,0.817,0.581,2105,SENADOR SALGADO FILHO
4320354,Sentinela do Sul,43,Rio Grande do Sul,0.375,0.554,0.707,0.135,2882,0.560,0.601,0.776,0.377,2338,0.671,0.671,0.826,0.545,2642,SENTINELA DO SUL
4320404,Serafina Corrêa,43,Rio Grande do Sul,0.561,0.658,0.750,0.358,162,0.678,0.728,0.805,0.531,270,0.760,0.755,0.843,0.690,366,SERAFINA CORRÊA
4320453,Sério,43,Rio Grande do Sul,0.367,0.531,0.727,0.128,3020,0.522,0.589,0.781,0.310,2935,0.652,0.695,0.847,0.471,3070,SÉRIO
4320503,Sertão,43,Rio Grande do Sul,0.495,0.552,0.752,0.293,848,0.684,0.676,0.830,0.571,237,0.751,0.746,0.837,0.678,526,SERTÃO
4320552,Sertão Santana,43,Rio Grande do Sul,0.409,0.577,0.664,0.179,2323,0.577,0.668,0.760,0.379,2017,0.689,0.737,0.832,0.534,2199,SERTÃO SANTANA
4320578,Sete de Setembro,43,Rio Grande do Sul,0.389,0.468,0.717,0.175,2668,0.532,0.552,0.779,0.350,2788,0.683,0.682,0.810,0.577,2359,SETE DE SETEMBRO
4320602,Severiano de Almeida,43,Rio Grande do Sul,0.451,0.533,0.750,0.230,1572,0.633,0.657,0.811,0.475,933,0.752,0.738,0.861,0.670,508,SEVERIANO DE ALMEIDA
4320651,Silveira Martins,43,Rio Grande do Sul,0.502,0.589,0.760,0.282,751,0.652,0.675,0.842,0.487,612,0.742,0.744,0.852,0.644,719,SILVEIRA MARTINS
4320677,Sinimbu,43,Rio Grande do Sul,0.374,0.553,0.705,0.134,2897,0.513,0.624,0.748,0.289,3064,0.631,0.697,0.792,0.456,3469,SINIMBU
4320701,Sobradinho,43,Rio Grande do Sul,0.538,0.623,0.692,0.361,336,0.650,0.670,0.770,0.532,637,0.743,0.735,0.861,0.647,695,SOBRADINHO
4320800,Soledade,43,Rio Grande do Sul,0.522,0.615,0.734,0.316,484,0.633,0.674,0.769,0.489,933,0.731,0.727,0.861,0.625,993,SOLEDADE
4320859,Tabaí,43,Rio Grande do Sul,0.379,0.509,0.687,0.156,2818,0.602,0.641,0.746,0.457,1525,0.701,0.694,0.834,0.595,1866,TABAÍ
4320909,Tapejara,43,Rio Grande do Sul,0.490,0.608,0.707,0.274,933,0.660,0.683,0.800,0.526,488,0.760,0.763,0.837,0.688,366,TAPEJARA
4321006,Tapera,43,Rio Grande do Sul,0.553,0.640,0.703,0.376,215,0.660,0.698,0.781,0.527,488,0.747,0.743,0.835,0.672,599,TAPERA
4321105,Tapes,43,Rio Grande do Sul,0.498,0.646,0.714,0.267,803,0.619,0.681,0.781,0.447,1196,0.695,0.699,0.862,0.556,2059,TAPES
4321204,Taquara,43,Rio Grande do Sul,0.537,0.679,0.788,0.289,349,0.651,0.714,0.833,0.463,626,0.727,0.754,0.880,0.579,1107,TAQUARA
4321303,Taquari,43,Rio Grande do Sul,0.498,0.603,0.709,0.289,803,0.641,0.672,0.799,0.491,777,0.733,0.737,0.849,0.629,940,TAQUARI
4321329,Taquaruçu do Sul,43,Rio Grande do Sul,0.435,0.595,0.734,0.189,1870,0.588,0.607,0.794,0.421,1796,0.739,0.768,0.830,0.633,795,TAQUARUÇU DO SUL
4321352,Tavares,43,Rio Grande do Sul,0.426,0.608,0.744,0.171,2037,0.543,0.648,0.784,0.315,2620,0.656,0.692,0.828,0.492,2986,TAVARES
4321402,Tenente Portela,43,Rio Grande do Sul,0.480,0.547,0.711,0.285,1108,0.607,0.609,0.749,0.491,1429,0.708,0.709,0.830,0.603,1665,TENENTE PORTELA
4321436,Terra de Areia,43,Rio Grande do Sul,0.487,0.606,0.720,0.265,987,0.611,0.662,0.776,0.444,1358,0.689,0.699,0.829,0.565,2199,TERRA DE AREIA
4321451,Teutônia,43,Rio Grande do Sul,0.535,0.654,0.747,0.314,365,0.664,0.697,0.821,0.512,426,0.747,0.751,0.855,0.650,599,TEUTÔNIA
4321469,Tio Hugo,43,Rio Grande do Sul,0.428,0.540,0.727,0.200,1996,0.595,0.640,0.781,0.422,1663,0.742,0.709,0.845,0.682,719,TIO HUGO
4321477,Tiradentes do Sul,43,Rio Grande do Sul,0.392,0.484,0.734,0.170,2625,0.551,0.577,0.783,0.370,2480,0.689,0.705,0.815,0.569,2199,TIRADENTES DO SUL
4321493,Toropi,43,Rio Grande do Sul,0.368,0.507,0.698,0.141,3006,0.520,0.579,0.751,0.323,2963,0.683,0.680,0.822,0.569,2359,TOROPI
4321501,Torres,43,Rio Grande do Sul,0.538,0.657,0.745,0.319,336,0.681,0.702,0.846,0.532,257,0.762,0.750,0.862,0.685,335,TORRES
4321600,Tramandaí,43,Rio Grande do Sul,0.504,0.622,0.714,0.288,728,0.633,0.708,0.797,0.450,933,0.719,0.727,0.842,0.606,1331,TRAMANDAÍ
4321626,Travesseiro,43,Rio Grande do Sul,0.440,0.559,0.694,0.220,1787,0.569,0.639,0.747,0.385,2180,0.701,0.735,0.839,0.559,1866,TRAVESSEIRO
4321634,Três Arroios,43,Rio Grande do Sul,0.482,0.612,0.763,0.240,1077,0.637,0.649,0.843,0.473,849,0.791,0.843,0.851,0.689,62,TRÊS ARROIOS
4321667,Três Cachoeiras,43,Rio Grande do Sul,0.509,0.685,0.744,0.258,659,0.638,0.670,0.793,0.489,834,0.718,0.722,0.847,0.606,1362,TRÊS CACHOEIRAS
4321709,Três Coroas,43,Rio Grande do Sul,0.478,0.631,0.711,0.243,1151,0.610,0.695,0.750,0.435,1373,0.710,0.740,0.829,0.584,1595,TRÊS COROAS
4321808,Três de Maio,43,Rio Grande do Sul,0.533,0.595,0.750,0.339,386,0.655,0.665,0.801,0.528,562,0.759,0.756,0.834,0.694,383,TRÊS DE MAIO
4321832,Três Forquilhas,43,Rio Grande do Sul,0.378,0.514,0.715,0.147,2834,0.541,0.599,0.757,0.350,2652,0.662,0.661,0.813,0.539,2846,TRÊS FORQUILHAS
4321857,Três Palmeiras,43,Rio Grande do Sul,0.388,0.508,0.734,0.157,2688,0.594,0.653,0.793,0.405,1681,0.703,0.747,0.832,0.560,1811,TRÊS PALMEIRAS
4321907,Três Passos,43,Rio Grande do Sul,0.523,0.598,0.754,0.317,473,0.686,0.671,0.846,0.569,219,0.768,0.745,0.858,0.710,249,TRÊS PASSOS
4321956,Trindade do Sul,43,Rio Grande do Sul,0.378,0.464,0.734,0.158,2834,0.561,0.568,0.769,0.405,2318,0.687,0.675,0.787,0.610,2251,TRINDADE DO SUL
4322004,Triunfo,43,Rio Grande do Sul,0.492,0.633,0.706,0.267,903,0.628,0.685,0.778,0.465,1023,0.733,0.717,0.873,0.629,940,TRIUNFO
4322103,Tucunduva,43,Rio Grande do Sul,0.562,0.632,0.750,0.374,154,0.661,0.662,0.793,0.549,476,0.747,0.748,0.816,0.682,599,TUCUNDUVA
4322152,Tunas,43,Rio Grande do Sul,0.319,0.479,0.667,0.102,3808,0.484,0.526,0.748,0.288,3437,0.657,0.659,0.794,0.541,2964,TUNAS
4322186,Tupanci do Sul,43,Rio Grande do Sul,0.401,0.471,0.681,0.201,2481,0.570,0.619,0.775,0.387,2160,0.694,0.688,0.818,0.595,2078,TUPANCI DO SUL
4322202,Tupanciretã,43,Rio Grande do Sul,0.512,0.619,0.702,0.308,625,0.612,0.651,0.777,0.453,1336,0.709,0.721,0.828,0.596,1638,TUPANCIRETÃ
4322251,Tupandi,43,Rio Grande do Sul,0.405,0.575,0.754,0.153,2402,0.654,0.686,0.806,0.506,580,0.718,0.742,0.836,0.597,1362,TUPANDI
4322301,Tuparendi,43,Rio Grande do Sul,0.495,0.563,0.750,0.288,848,0.642,0.660,0.794,0.506,752,0.728,0.734,0.832,0.632,1081,TUPARENDI
4322327,Turuçu,43,Rio Grande do Sul,0.352,0.535,0.694,0.117,3244,0.528,0.606,0.729,0.333,2844,0.629,0.685,0.814,0.446,3501,TURUÇU
4322343,Ubiretama,43,Rio Grande do Sul,0.432,0.497,0.720,0.226,1922,0.554,0.553,0.788,0.390,2434,0.700,0.691,0.809,0.613,1904,UBIRETAMA
4322350,União da Serra,43,Rio Grande do Sul,0.401,0.550,0.781,0.150,2481,0.664,0.703,0.841,0.495,426,0.733,0.786,0.852,0.587,940,UNIÃO DA SERRA
4322376,Unistalda,43,Rio Grande do Sul,0.376,0.494,0.702,0.153,2870,0.552,0.556,0.777,0.389,2467,0.649,0.626,0.804,0.542,3136,UNISTALDA
4322400,Uruguaiana,43,Rio Grande do Sul,0.550,0.653,0.715,0.357,239,0.663,0.688,0.811,0.523,445,0.744,0.722,0.863,0.661,667,URUGUAIANA
4322509,Vacaria,43,Rio Grande do Sul,0.535,0.633,0.734,0.329,365,0.641,0.701,0.786,0.478,777,0.721,0.740,0.838,0.605,1266,VACARIA
4322525,Vale Verde,43,Rio Grande do Sul,0.403,0.613,0.705,0.151,2449,0.549,0.638,0.760,0.342,2518,0.646,0.666,0.816,0.497,3186,VALE VERDE
4322533,Vale do Sol,43,Rio Grande do Sul,0.335,0.555,0.719,0.094,3521,0.496,0.615,0.759,0.261,3279,0.624,0.681,0.813,0.439,3607,VALE DO SOL
4322541,Vale Real,43,Rio Grande do Sul,0.451,0.579,0.721,0.220,1572,0.604,0.676,0.767,0.424,1489,0.737,0.739,0.850,0.636,850,VALE REAL
4322558,Vanini,43,Rio Grande do Sul,0.563,0.575,0.720,0.432,144,0.673,0.658,0.766,0.606,320,0.757,0.736,0.836,0.704,420,VANINI
4322608,Venâncio Aires,43,Rio Grande do Sul,0.477,0.603,0.734,0.245,1167,0.610,0.669,0.773,0.438,1373,0.712,0.736,0.818,0.600,1546,VENÂNCIO AIRES
4322707,Vera Cruz,43,Rio Grande do Sul,0.456,0.600,0.721,0.219,1489,0.582,0.649,0.754,0.403,1916,0.737,0.738,0.842,0.643,850,VERA CRUZ
4322806,Veranópolis,43,Rio Grande do Sul,0.600,0.678,0.777,0.410,41,0.702,0.753,0.831,0.554,116,0.773,0.797,0.838,0.692,197,VERANÓPOLIS
4322855,Vespasiano Correa,43,Rio Grande do Sul,0.430,0.571,0.772,0.180,1963,0.639,0.678,0.824,0.467,815,0.723,0.758,0.855,0.584,1217,VESPASIANO CORREA
4322905,Viadutos,43,Rio Grande do Sul,0.417,0.595,0.745,0.163,2179,0.567,0.658,0.780,0.355,2211,0.702,0.715,0.864,0.561,1842,VIADUTOS
4323002,Viamão,43,Rio Grande do Sul,0.511,0.626,0.758,0.281,638,0.620,0.667,0.844,0.423,1173,0.717,0.720,0.866,0.591,1398,VIAMÃO
4323101,Vicente Dutra,43,Rio Grande do Sul,0.358,0.491,0.705,0.133,3142,0.489,0.550,0.757,0.281,3370,0.638,0.656,0.809,0.489,3333,VICENTE DUTRA
4323200,Victor Graeff,43,Rio Grande do Sul,0.516,0.597,0.721,0.320,558,0.664,0.701,0.755,0.552,426,0.777,0.774,0.840,0.722,157,VICTOR GRAEFF
4323309,Vila Flores,43,Rio Grande do Sul,0.563,0.681,0.713,0.368,144,0.621,0.670,0.792,0.452,1150,0.742,0.725,0.867,0.650,719,VILA FLORES
4323358,Vila Lângaro,43,Rio Grande do Sul,0.412,0.530,0.742,0.178,2269,0.616,0.646,0.780,0.464,1256,0.705,0.759,0.839,0.551,1756,VILA LÂNGARO
4323408,Vila Maria,43,Rio Grande do Sul,0.464,0.622,0.751,0.214,1368,0.662,0.705,0.830,0.495,461,0.761,0.791,0.839,0.664,350,VILA MARIA
4323457,Vila Nova do Sul,43,Rio Grande do Sul,0.379,0.499,0.671,0.163,2818,0.565,0.618,0.751,0.389,2245,0.662,0.645,0.827,0.544,2846,VILA NOVA DO SUL
4323507,Vista Alegre,43,Rio Grande do Sul,0.452,0.600,0.705,0.219,1554,0.632,0.613,0.803,0.514,951,0.739,0.760,0.842,0.631,795,VISTA ALEGRE
4323606,Vista Alegre do Prata,43,Rio Grande do Sul,0.437,0.654,0.748,0.171,1837,0.689,0.690,0.842,0.564,193,0.780,0.809,0.847,0.692,128,VISTA ALEGRE DO PRATA
4323705,Vista Gaúcha,43,Rio Grande do Sul,0.461,0.523,0.720,0.260,1407,0.619,0.622,0.766,0.499,1196,0.757,0.774,0.839,0.669,420,VISTA GAÚCHA
4323754,Vitória das Missões,43,Rio Grande do Sul,0.432,0.547,0.707,0.209,1922,0.556,0.542,0.774,0.410,2408,0.655,0.659,0.809,0.526,3008,VITÓRIA DAS MISSÕES
4323770,Westfalia,43,Rio Grande do Sul,0.564,0.660,0.759,0.358,137,0.680,0.758,0.824,0.504,261,0.752,0.796,0.849,0.630,508,WESTFALIA
4323804,Xangri-Lá,43,Rio Grande do Sul,0.502,0.658,0.761,0.252,751,0.642,0.678,0.819,0.477,752,0.735,0.740,0.852,0.630,897,XANGRI-LÁ
5000203,Água Clara,50,Mato Grosso do Sul,0.353,0.578,0.709,0.107,3232,0.534,0.669,0.771,0.295,2755,0.670,0.705,0.823,0.518,2663,ÁGUA CLARA
5000252,Alcinópolis,50,Mato Grosso do Sul,0.295,0.655,0.689,0.057,4241,0.536,0.692,0.775,0.287,2731,0.711,0.733,0.858,0.572,1574,ALCINÓPOLIS
5000609,Amambai,50,Mato Grosso do Sul,0.447,0.605,0.704,0.209,1651,0.576,0.649,0.767,0.384,2031,0.673,0.683,0.818,0.546,2598,AMAMBAI
5000708,Anastácio,50,Mato Grosso do Sul,0.362,0.525,0.651,0.139,3094,0.517,0.598,0.718,0.322,2997,0.663,0.663,0.789,0.557,2828,ANASTÁCIO
5000807,Anaurilândia,50,Mato Grosso do Sul,0.359,0.578,0.655,0.122,3128,0.516,0.615,0.737,0.303,3011,0.670,0.676,0.826,0.538,2663,ANAURILÂNDIA
5000856,Angélica,50,Mato Grosso do Sul,0.427,0.534,0.704,0.207,2022,0.552,0.583,0.741,0.390,2467,0.697,0.692,0.839,0.582,1995,ANGÉLICA
5000906,Antônio João,50,Mato Grosso do Sul,0.373,0.534,0.664,0.146,2923,0.509,0.553,0.699,0.342,3111,0.643,0.633,0.799,0.526,3234,ANTÔNIO JOÃO
5001003,Aparecida do Taboado,50,Mato Grosso do Sul,0.473,0.619,0.711,0.240,1224,0.579,0.649,0.754,0.396,1973,0.697,0.717,0.804,0.588,1995,APARECIDA DO TABOADO
5001102,Aquidauana,50,Mato Grosso do Sul,0.447,0.597,0.697,0.215,1651,0.556,0.660,0.741,0.351,2408,0.688,0.690,0.840,0.562,2224,AQUIDAUANA
5001243,Aral Moreira,50,Mato Grosso do Sul,0.397,0.580,0.711,0.152,2554,0.520,0.582,0.744,0.324,2963,0.633,0.628,0.798,0.507,3433,ARAL MOREIRA
5001508,Bandeirantes,50,Mato Grosso do Sul,0.428,0.627,0.689,0.181,1996,0.538,0.626,0.753,0.330,2699,0.681,0.694,0.848,0.537,2412,BANDEIRANTES
5001904,Bataguassu,50,Mato Grosso do Sul,0.458,0.601,0.689,0.232,1458,0.601,0.641,0.753,0.450,1545,0.710,0.698,0.847,0.606,1595,BATAGUASSU
5002001,Batayporã,50,Mato Grosso do Sul,0.401,0.564,0.655,0.175,2481,0.508,0.570,0.718,0.321,3119,0.684,0.702,0.814,0.559,2332,BATAYPORÃ
5002100,Bela Vista,50,Mato Grosso do Sul,0.468,0.626,0.697,0.235,1302,0.580,0.647,0.746,0.404,1957,0.698,0.699,0.830,0.585,1969,BELA VISTA
5002159,Bodoquena,50,Mato Grosso do Sul,0.345,0.524,0.638,0.123,3345,0.513,0.602,0.673,0.334,3064,0.666,0.665,0.776,0.573,2759,BODOQUENA
5002209,Bonito,50,Mato Grosso do Sul,0.406,0.589,0.704,0.161,2384,0.564,0.652,0.788,0.349,2263,0.670,0.714,0.831,0.508,2663,BONITO
5002308,Brasilândia,50,Mato Grosso do Sul,0.366,0.584,0.670,0.125,3037,0.547,0.681,0.737,0.326,2551,0.701,0.721,0.837,0.570,1866,BRASILÂNDIA
5002407,Caarapó,50,Mato Grosso do Sul,0.422,0.592,0.664,0.191,2104,0.548,0.603,0.727,0.376,2529,0.692,0.676,0.828,0.592,2134,CAARAPÓ
5002605,Camapuã,50,Mato Grosso do Sul,0.452,0.638,0.653,0.221,1554,0.582,0.652,0.752,0.402,1916,0.703,0.715,0.817,0.596,1811,CAMAPUÃ
5002704,Campo Grande,50,Mato Grosso do Sul,0.563,0.703,0.717,0.354,144,0.673,0.736,0.757,0.548,320,0.784,0.790,0.844,0.724,100,CAMPO GRANDE
5002803,Caracol,50,Mato Grosso do Sul,0.379,0.507,0.704,0.152,2818,0.484,0.562,0.762,0.265,3437,0.647,0.628,0.826,0.522,3172,CARACOL
5002902,Cassilândia,50,Mato Grosso do Sul,0.514,0.673,0.686,0.294,590,0.615,0.658,0.773,0.457,1275,0.727,0.756,0.811,0.627,1107,CASSILÂNDIA
5002951,Chapadão do Sul,50,Mato Grosso do Sul,0.541,0.699,0.702,0.322,310,0.656,0.751,0.799,0.471,549,0.754,0.758,0.850,0.665,467,CHAPADÃO DO SUL
5003108,Corguinho,50,Mato Grosso do Sul,0.334,0.531,0.686,0.102,3528,0.502,0.602,0.719,0.293,3203,0.671,0.684,0.830,0.531,2642,CORGUINHO
5003157,Coronel Sapucaia,50,Mato Grosso do Sul,0.337,0.545,0.711,0.099,3482,0.488,0.585,0.744,0.267,3381,0.589,0.607,0.806,0.417,4416,CORONEL SAPUCAIA
5003207,Corumbá,50,Mato Grosso do Sul,0.509,0.610,0.712,0.304,659,0.584,0.648,0.773,0.398,1879,0.700,0.701,0.834,0.586,1904,CORUMBÁ
5003256,Costa Rica,50,Mato Grosso do Sul,0.450,0.587,0.721,0.215,1595,0.596,0.649,0.773,0.421,1642,0.706,0.717,0.811,0.606,1720,COSTA RICA
5003306,Coxim,50,Mato Grosso do Sul,0.423,0.585,0.711,0.182,2083,0.607,0.693,0.770,0.419,1429,0.703,0.719,0.836,0.579,1811,COXIM
5003454,Deodápolis,50,Mato Grosso do Sul,0.407,0.547,0.660,0.187,2360,0.583,0.613,0.767,0.422,1903,0.694,0.693,0.810,0.595,2078,DEODÁPOLIS
5003488,Dois Irmãos do Buriti,50,Mato Grosso do Sul,0.332,0.512,0.638,0.112,3567,0.447,0.548,0.668,0.244,3975,0.639,0.640,0.773,0.528,3312,DOIS IRMÃOS DO BURITI
5003504,Douradina,50,Mato Grosso do Sul,0.442,0.598,0.664,0.218,1745,0.567,0.622,0.723,0.406,2211,0.699,0.706,0.809,0.597,1934,DOURADINA
5003702,Dourados,50,Mato Grosso do Sul,0.512,0.645,0.713,0.292,625,0.636,0.698,0.758,0.487,869,0.747,0.753,0.843,0.657,599,DOURADOS
5003751,Eldorado,50,Mato Grosso do Sul,0.386,0.565,0.647,0.157,2718,0.551,0.596,0.746,0.377,2480,0.684,0.674,0.824,0.577,2332,ELDORADO
5003801,Fátima do Sul,50,Mato Grosso do Sul,0.473,0.614,0.665,0.259,1224,0.596,0.641,0.719,0.459,1642,0.714,0.719,0.815,0.621,1486,FÁTIMA DO SUL
5003900,Figueirão,50,Mato Grosso do Sul,0.424,0.608,0.689,0.182,2069,0.508,0.590,0.737,0.302,3119,0.660,0.677,0.830,0.511,2898,FIGUEIRÃO
5004007,Glória de Dourados,50,Mato Grosso do Sul,0.485,0.561,0.662,0.307,1011,0.604,0.631,0.737,0.473,1489,0.721,0.705,0.822,0.648,1266,GLÓRIA DE DOURADOS
5004106,Guia Lopes da Laguna,50,Mato Grosso do Sul,0.420,0.545,0.671,0.202,2133,0.567,0.666,0.768,0.356,2211,0.675,0.677,0.826,0.549,2545,GUIA LOPES DA LAGUNA
5004304,Iguatemi,50,Mato Grosso do Sul,0.395,0.600,0.662,0.155,2594,0.542,0.641,0.718,0.346,2633,0.662,0.671,0.817,0.530,2846,IGUATEMI
5004403,Inocência,50,Mato Grosso do Sul,0.423,0.678,0.735,0.152,2083,0.573,0.685,0.795,0.345,2085,0.681,0.702,0.846,0.531,2412,INOCÊNCIA
5004502,Itaporã,50,Mato Grosso do Sul,0.447,0.593,0.635,0.237,1651,0.550,0.617,0.712,0.378,2497,0.654,0.660,0.809,0.523,3030,ITAPORÃ
5004601,Itaquiraí,50,Mato Grosso do Sul,0.323,0.534,0.662,0.095,3723,0.498,0.570,0.723,0.299,3246,0.620,0.645,0.772,0.479,3702,ITAQUIRAÍ
5004700,Ivinhema,50,Mato Grosso do Sul,0.418,0.560,0.662,0.197,2160,0.590,0.627,0.753,0.435,1754,0.720,0.715,0.850,0.615,1301,IVINHEMA
5004809,Japorã,50,Mato Grosso do Sul,0.290,0.436,0.613,0.091,4335,0.399,0.495,0.682,0.188,4768,0.526,0.547,0.791,0.337,5426,JAPORÃ
